stateid,state,state_abbr,state_post,level,control,schools_count,counted_pct,awards_per_state_value,awards_per_natl_value,exp_award_state_value,exp_award_natl_value,state_appr_value,state_appr_rank,grad_rate_rank,awards_per_rank
45,South Carolina,SC,S.C.,4-year,Private not-for-profit,20,76.6,18.9,22.5,83769,101725,197.45,35,44,45
45,South Carolina,SC,S.C.,4-year,Private for-profit,8,79.9,21.6,24.6,49186,38763,197.45,35,2,32
45,South Carolina,SC,S.C.,2-year,Public,20,41.9,13.4,16.5,34557,37780,197.45,35,48,48
45,South Carolina,SC,S.C.,2-year,Private not-for-profit,1,90.4,23.3,25.9,46020,34510,197.45,35,16,13
45,South Carolina,SC,S.C.,2-year,Private for-profit,5,74.9,34.4,32.8,28293,24795,197.45,35,3,26
46,South Dakota,SD,S.D.,4-year,Public,7,61.7,18.5,21.5,63713,66436,225.18,27,35,43
46,South Dakota,SD,S.D.,4-year,Private not-for-profit,6,57.1,21.9,22.5,70861,101725,225.18,27,37,27
46,South Dakota,SD,S.D.,4-year,Private for-profit,4,13.2,18.5,24.6,62638,38763,225.18,27,43,37
46,South Dakota,SD,S.D.,2-year,Public,5,74.4,32,16.5,23428,37780,225.18,27,1,1
46,South Dakota,SD,S.D.,2-year,Private not-for-profit,1,12.6,15.5,25.9,56606,34510,225.18,27,24,22
46,South Dakota,SD,S.D.,2-year,Private for-profit,0,NULL,NULL,32.8,NULL,24795,225.18,27,NULL,NULL
47,Tennessee,TN,Tenn.,4-year,Public,9,67.5,19.5,21.5,76051,66436,224.01,28,40,37
47,Tennessee,TN,Tenn.,4-year,Private not-for-profit,38,74.5,20.9,22.5,106812,101725,224.01,28,28,37
47,Tennessee,TN,Tenn.,4-year,Private for-profit,16,63.9,22.4,24.6,61375,38763,224.01,28,32,29
47,Tennessee,TN,Tenn.,2-year,Public,13,53.4,16.7,16.5,33766,37780,224.01,28,42,33
47,Tennessee,TN,Tenn.,2-year,Private not-for-profit,3,33.1,21.3,25.9,22291,34510,224.01,28,5,16
47,Tennessee,TN,Tenn.,2-year,Private for-profit,15,62.9,37.8,32.8,20075,24795,224.01,28,15,17
48,Texas,TX,Tex.,4-year,Public,35,61.7,21.7,21.5,54356,66436,242.95,22,34,15
48,Texas,TX,Tex.,4-year,Private not-for-profit,44,71.4,23.3,22.5,84271,101725,242.95,22,27,14
48,Texas,TX,Tex.,4-year,Private for-profit,22,53.8,23.9,24.6,47221,38763,242.95,22,28,24
48,Texas,TX,Tex.,2-year,Public,63,29.8,15,16.5,40856,37780,242.95,22,41,44
48,Texas,TX,Tex.,2-year,Private not-for-profit,6,57,19.3,25.9,18384,34510,242.95,22,4,18
48,Texas,TX,Tex.,2-year,Private for-profit,37,82.2,35.1,32.8,18614,24795,242.95,22,10,24
49,Utah,UT,Utah,4-year,Public,7,57.3,22,21.5,52543,66436,258.12,18,42,12
49,Utah,UT,Utah,4-year,Private not-for-profit,7,66.2,18.9,22.5,56663,101725,258.12,18,9,46
49,Utah,UT,Utah,4-year,Private for-profit,11,38.3,30.1,24.6,39368,38763,258.12,18,9,7
49,Utah,UT,Utah,2-year,Public,1,38,17.5,16.5,40263,37780,258.12,18,15,27
49,Utah,UT,Utah,2-year,Private not-for-profit,1,56.7,36.6,25.9,21701,34510,258.12,18,20,4
49,Utah,UT,Utah,2-year,Private for-profit,3,53.1,42.7,32.8,34961,24795,258.12,18,23,6
50,Vermont,VT,Vt.,4-year,Public,5,72.8,24.4,21.5,95663,66436,140.43,45,7,2
50,Vermont,VT,Vt.,4-year,Private not-for-profit,13,80.2,21.7,22.5,101521,101725,140.43,45,17,31
50,Vermont,VT,Vt.,4-year,Private for-profit,1,NULL,25.9,24.6,32883,38763,140.43,45,19,19
50,Vermont,VT,Vt.,2-year,Public,1,13.2,17.7,16.5,49148,37780,140.43,45,50,25
50,Vermont,VT,Vt.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,140.43,45,NULL,NULL
50,Vermont,VT,Vt.,2-year,Private for-profit,0,NULL,NULL,32.8,NULL,24795,140.43,45,NULL,NULL
51,Virginia,VA,Va.,4-year,Public,15,70.8,22,21.5,67273,66436,206.17,31,2,14
51,Virginia,VA,Va.,4-year,Private not-for-profit,28,66.1,19.4,22.5,59113,101725,206.17,31,32,43
51,Virginia,VA,Va.,4-year,Private for-profit,20,53.4,28.6,24.6,34964,38763,206.17,31,23,10
51,Virginia,VA,Va.,2-year,Public,24,42,19.3,16.5,30465,37780,206.17,31,17,18
51,Virginia,VA,Va.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,206.17,31,NULL,NULL
51,Virginia,VA,Va.,2-year,Private for-profit,17,73.6,28.4,32.8,18728,24795,206.17,31,11,36
53,Washington,WA,Wash.,4-year,Public,18,32.9,23.8,21.5,65118,66436,196.93,36,5,7
53,Washington,WA,Wash.,4-year,Private not-for-profit,16,73,24,22.5,78941,101725,196.93,36,10,10
53,Washington,WA,Wash.,4-year,Private for-profit,9,53.6,22.2,24.6,68971,38763,196.93,36,5,31
53,Washington,WA,Wash.,2-year,Public,25,14.6,20.5,16.5,27639,37780,196.93,36,7,12
53,Washington,WA,Wash.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,196.93,36,NULL,NULL
53,Washington,WA,Wash.,2-year,Private for-profit,5,NULL,37.3,32.8,15562,24795,196.93,36,7,18
54,West Virginia,WV,W.Va.,4-year,Public,12,72,18,21.5,69525,66436,294.32,10,46,48
54,West Virginia,WV,W.Va.,4-year,Private not-for-profit,8,76.7,19.9,22.5,80119,101725,294.32,10,42,41
54,West Virginia,WV,W.Va.,4-year,Private for-profit,1,63.5,11.9,24.6,44460,38763,294.32,10,45,47
54,West Virginia,WV,W.Va.,2-year,Public,10,37,20.5,16.5,32982,37780,294.32,10,49,11
54,West Virginia,WV,W.Va.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,294.32,10,NULL,NULL
54,West Virginia,WV,W.Va.,2-year,Private for-profit,8,71.4,33.1,32.8,29060,24795,294.32,10,31,30
55,Wisconsin,WI,Wis.,4-year,Public,14,63.6,20.3,21.5,63710,66436,205.96,32,17,29
55,Wisconsin,WI,Wis.,4-year,Private not-for-profit,24,71.8,22,22.5,73172,101725,205.96,32,22,25
55,Wisconsin,WI,Wis.,4-year,Private for-profit,15,53.4,25.1,24.6,34675,38763,205.96,32,22,21
55,Wisconsin,WI,Wis.,2-year,Public,17,32.4,22.8,16.5,42745,37780,205.96,32,6,4
55,Wisconsin,WI,Wis.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,205.96,32,NULL,NULL
55,Wisconsin,WI,Wis.,2-year,Private for-profit,1,NULL,31.6,32.8,33303,24795,205.96,32,1,32
56,Wyoming,WY,Wyo.,4-year,Public,1,63.3,21.3,21.5,92126,66436,659.39,1,31,21
56,Wyoming,WY,Wyo.,4-year,Private not-for-profit,0,NULL,NULL,22.5,NULL,101725,659.39,1,NULL,NULL
56,Wyoming,WY,Wyo.,4-year,Private for-profit,0,NULL,NULL,24.6,NULL,38763,659.39,1,NULL,NULL
56,Wyoming,WY,Wyo.,2-year,Public,7,35.2,18.6,16.5,56439,37780,659.39,1,5,20
56,Wyoming,WY,Wyo.,2-year,Private not-for-profit,0,NULL,NULL,25.9,NULL,34510,659.39,1,NULL,NULL
56,Wyoming,WY,Wyo.,2-year,Private for-profit,1,NULL,58.1,32.8,20046,24795,659.39,1,2,1
